"","Monitoring_Location_ID","Activity_ID","Characteristic_Name","Organization_ID","Project_ID","Activity_Type","Activity_Start_Date","Laboratory_Name","Result_Value_Type","Result_Value","Subject_Taxonomic_Name","Activity_Media","Sample_Collection_Method_ID","Detection_Limit_Unit","Detection_Limit_Value","Characteristic_Name_abr","Mass_g","Length_cm","n","Sum_PFAS","Waterbody","Location_ID","Region","Latitude","Longitude","pct_PFAS","Year","Month"
"1024","XFE4174","2021FTC_HERR_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.221,"PFHxS",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1025","XFE4174","2021FTC_HERR_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.442,"EtFOSA",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1026","XFE4174","2021FTC_HERR_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.231,"PFTrDA",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1027","XFE4174","2021FTC_HERR_D","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFOA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1028","XFE4174","2021FTC_HERR_D","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFODA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1029","XFE4174","2021FTC_HERR_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",6.55,"Morone americana","Tissue","SP-003","ng/g",0.231,"PFOS",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0.848555512372069,2021,9
"1030","XFE4174","2021FTC_HERR_D","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFTeDA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1031","XFE4174","2021FTC_HERR_C","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFHpA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1032","XFE4174","2021FTC_HERR_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.221,"PFOA",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1033","XFE4174","2021FTC_HERR_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.442,"NMeFOSA",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1034","XFE4174","2021FTC_HERR_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.231,"PFBS",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1035","XFE4174","2021FTC_HERR_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.231,"PFHpA",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1036","XFE4174","2021FTC_HERR_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.221,"PFUnA",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1037","XFE4174","2021FTC_HERR_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.231,"PFHxS",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1038","XFE4174","2021FTC_HERR_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.462,"NMeFOSA",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1039","XFE4174","2021FTC_HERR_D","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.447,"NMeFOSA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1040","XFE4174","2021FTC_HERR_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0.504,"Morone americana","Tissue","SP-003","ng/g",0.221,"PFDA",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0.062976383856054,2021,9
"1041","XFE4174","2021FTC_HERR_C","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFDA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1042","XFE4174","2021FTC_HERR_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.462,"EtFOSA",3184.2,656,5,7.719,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1043","XFE4174","2021FTC_HERR_C","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.461,"EtFOSA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1044","XFE4174","2021FTC_HERR_D","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.447,"EtFOSA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1045","XFE4174","2021FTC_HERR_C","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFBS",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1046","XFE4174","2021FTC_HERR_D","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0.657,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFDA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0.123264540337711,2021,9
"1047","XFE4174","2021FTC_HERR_D","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",3.62,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFOS",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0.679174484052533,2021,9
"1048","XFE4174","2021FTC_HERR_D","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFHxS",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1049","XFE4174","2021FTC_HERR_D","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFTrDA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1051","XFE4174","2021FTC_HERR_D","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFBS",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1052","XFE4174","2021FTC_HERR_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.221,"PFODA",149.2,216.6,5,8.003,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1054","XFE4174","2021FTC_HERR_D","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0.474,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFNA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0.0889305816135084,2021,9
"1055","XFE4174","2021FTC_HERR_D","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0.579,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.224,"PFUnA",58,160.6,5,5.33,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0.108630393996248,2021,9
"1056","XFE4174","2021FTC_HERR_C","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",3.26,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFOS",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",1,2021,9
"1057","XFE4174","2021FTC_HERR_C","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFNA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1058","XFE4174","2021FTC_HERR_C","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFODA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1059","XFE4174","2021FTC_HERR_C","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFHxA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1061","XFE4174","2021FTC_HERR_C","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFOA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1063","XFE4174","2021FTC_HERR_C","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.461,"NMeFOSA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1064","XFE4174","2021FTC_HERR_C","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-27,"Alpha Analytical","Actual",0,"Bidyanus bidyanus","Tissue","SP-003","ng/g",0.23,"PFTrDA",48,156,5,3.26,"Chesapeake Bay","Herring Bay","Harbors and Bay","38 44.035","76 32.551",0,2021,9
"1065","XHF3436","2022FTC_MAGO_A","fluorotelomer sulfonate 4:2","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.369,"4:2 FTSA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1067","XHF3436","2022FTC_MAGO_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",5.67,"Morone americana","Tissue","SP-003","ng/g",0.184,"PFOS",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.786407766990291,2022,9
"1068","XHF3436","2022FTC_MAGO_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.152,"PFHxS",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1069","XHF3436","2022FTC_MAGO_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.154,"Morone americana","Tissue","SP-003","ng/g",0.14,"PFHxS",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.0285185185185185,2022,9
"1070","XHF3436","2022FTC_MAGO_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.152,"PFBS",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1071","XHF3436","2022FTC_MAGO_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.184,"PFHxA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1072","XHF3436","2022FTC_MAGO_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.207,"Morone americana","Tissue","SP-003","ng/g",0.184,"PFOA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.0287101248266297,2022,9
"1073","XHF3436","2022FTC_MAGO_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.152,"PFHpA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1074","XHF3436","2022FTC_MAGO_A","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.171,"PFHps",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1075","XHF3436","2022FTC_MAGO_A","perfluorononanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.804,"Morone americana","Tissue","SP-003","ng/g",0.152,"PFNA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.111511789181692,2022,9
"1076","XHF3436","2022FTC_MAGO_A","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.152,"PFPeS",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1077","XHF3436","2022FTC_MAGO_A","heptafluorobutyric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.184,"PFBA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1078","XHF3436","2022FTC_MAGO_A","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.359,"6:2 FTSA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1079","XHF3436","2022FTC_MAGO_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.187,"Morone americana","Tissue","SP-003","ng/g",0.17,"PFOA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.0346296296296296,2022,9
"1080","XHF3436","2022FTC_MAGO_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.14,"PFHpA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1081","XHF3436","2022FTC_MAGO_B","perfluorovaleric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.14,"PFPeA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1083","XHF3436","2022FTC_MAGO_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.528,"Morone americana","Tissue","SP-003","ng/g",0.341,"PFDA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.0732316227461859,2022,9
"1084","XHF3436","2022FTC_MAGO_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",3.72,"Morone americana","Tissue","SP-003","ng/g",0.17,"PFOS",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.688888888888889,2022,9
"1085","XHF3436","2022FTC_MAGO_B","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.332,"6:2 FTSA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1086","XHF3436","2022FTC_MAGO_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.415,"Morone americana","Tissue","SP-003","ng/g",0.315,"PFDA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.0768518518518518,2022,9
"1087","XHF3436","2022FTC_MAGO_B","perfluorononanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0.919,"Morone americana","Tissue","SP-003","ng/g",0.14,"PFNA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0.170185185185185,2022,9
"1089","XHF3436","2022FTC_MAGO_B","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.14,"PFPeS",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1090","XHF3436","2022FTC_MAGO_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.14,"PFBS",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1091","XHF3436","2022FTC_MAGO_A","perfluorovaleric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.152,"PFPeA",124,205,5,7.21,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1100","XHF3436","2022FTC_MAGO_B","heptafluorobutyric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.17,"PFBA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1103","XHF3436","2022FTC_MAGO_B","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.157,"PFHps",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1104","XHF3436","2022FTC_MAGO_B","fluorotelomer sulfonate 4:2","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.34,"4:2 FTSA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1105","XHF3436","2022FTC_MAGO_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-14,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.17,"PFHxA",89.4,183.8,5,5.4,"Magothy River","Mouth","Western Bay","39 03.384","76 26.448",0,2022,9
"1107","XHH9362","2020FTC_CHES_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFHxS",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1108","XHH9362","2020FTC_CHES_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.957,"PFHpA",134,217,5,3.07,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1109","XHH9362","2020FTC_CHES_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFHxA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1110","XHH9362","2020FTC_CHES_A","perfluorononanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFNA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1111","XHH9362","2020FTC_CHES_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"EtFOSA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1112","XHH9362","2020FTC_CHES_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFBS",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1113","XHH9362","2020FTC_CHES_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",1.41,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFOS",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",1,2020,10
"1114","XHH9362","2020FTC_CHES_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"NMeFOSA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1115","XHH9362","2020FTC_CHES_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFDA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1116","XHH9362","2020FTC_CHES_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFOA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
"1117","XHH9362","2020FTC_CHES_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-14,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.891,"PFTeDA",806.8,404,5,1.41,"Chester River","2 mi. d/s of Rolph's W","Eastern Shore","39 09.319","76 03.867",0,2020,10
